ticker,side,event_date,event_close,line_price,slope_yr_%,days_since_anchor,attempt_no,ret_5d_%,ret_10d_%,ret_20d_%,ret_to_end_%
MASS,upper_breakout,2025-12-04,6.65,6.32,-41.0,116,3.0,-3.76,-18.35,-17.59,50.53
FSLY,upper_breakout,2026-02-27,19.12,18.67,-31.0,1277,1.0,5.33,28.56,43.46,50.52
SMTI,upper_breakout,2026-06-24,22.89,21.81,-35.7,279,11.0,6.03,4.33,11.4,50.2
UEC,upper_breakout,2025-07-16,7.63,7.0,-33.7,118,1.0,11.4,13.76,33.94,50.2
THFF,upper_breakout,2025-10-20,54.18,52.31,-12.9,78,4.0,0.63,-1.09,1.44,50.13
WW,upper_breakout,2026-04-22,10.0,9.12,-27.3,1190,2.0,1.3,18.0,-0.7,50.1
KODK,upper_breakout,2025-10-24,6.72,6.66,-34.3,73,3.0,-5.65,15.92,7.29,50.0
BJRI,upper_breakout,2026-01-12,45.08,44.58,-7.1,1181,2.0,-1.75,-6.68,-5.39,49.8
BH,upper_breakout,2026-05-12,255.64,255.5,-15.5,222,4.0,6.65,11.04,21.99,49.76
DC,upper_breakout,2025-11-10,4.21,4.21,-17.7,78,4.0,-4.28,-1.9,30.4,49.64
ONTO,upper_breakout,2026-01-28,213.7,209.13,-8.4,255,2.0,-11.75,4.08,1.96,49.64
ELVN,upper_breakout,2026-03-26,39.29,36.35,-28.4,773,1.0,-1.17,15.35,12.62,49.61
SMTI,upper_breakout,2026-05-20,23.0,22.71,-35.7,256,6.0,3.43,-3.83,-4.26,49.48
APPN,upper_breakout,2026-05-07,23.76,23.64,-36.6,305,8.0,-19.11,-11.03,4.08,49.45
ATEN,upper_breakout,2025-09-19,18.18,18.12,-27.4,57,2.0,0.72,0.72,-3.96,49.45
FTDR,upper_breakout,2025-12-16,55.92,55.91,-13.5,121,4.0,3.63,3.17,8.55,49.45
ONTO,upper_breakout,2026-02-09,214.08,208.55,-8.4,263,3.0,2.9,4.72,-9.46,49.38
CORT,upper_breakout,2026-06-04,74.89,74.29,-32.2,117,1.0,11.16,6.7,22.33,49.37
ANGO,upper_breakout,2026-02-06,10.56,10.28,-23.5,256,6.0,3.88,6.16,2.08,49.15
ICHR,upper_breakout,2026-02-10,45.27,37.48,-10.3,496,1.0,5.68,15.77,-0.97,49.13
ANGO,upper_breakout,2026-01-21,10.57,10.41,-23.5,244,4.0,-5.3,-0.76,5.96,49.01
DC,upper_breakout,2025-11-25,4.24,4.17,-17.7,89,5.0,30.19,33.49,43.87,48.58
AMPL,upper_breakout,2026-07-01,8.55,8.05,-40.4,246,7.0,9.71,12.87,0.7,48.42
BH,upper_breakout,2026-05-14,258.17,255.16,-15.5,224,5.0,6.11,12.52,31.66,48.29
KODK,upper_breakout,2025-10-08,6.8,6.79,-34.3,61,1.0,2.06,-7.21,-13.24,48.24
YOU,upper_breakout,2026-02-05,32.59,31.84,-14.9,311,4.0,0.09,5.15,41.7,48.14
CHMG,upper_breakout,2026-01-14,55.6,55.56,-0.3,275,3.0,5.13,8.04,9.14,47.81
PRLD,upper_breakout,2026-03-10,3.6,3.37,-48.4,86,1.0,-4.72,-13.33,17.22,47.78
RELL,upper_breakout,2026-02-10,13.69,12.48,-21.7,791,1.0,-6.28,-4.16,-16.29,47.55
CHMG,upper_breakout,2025-12-29,55.8,55.57,-0.3,264,2.0,-1.54,-2.69,4.71,47.28
CHMG,upper_breakout,2026-04-07,55.8,55.52,-0.3,331,6.0,5.73,19.27,20.73,47.28
FTDR,upper_breakout,2025-12-18,56.75,55.84,-13.5,123,5.0,3.28,3.49,2.82,47.27
KODK,upper_breakout,2025-07-17,6.85,6.8,-35.6,110,2.0,-0.44,-2.19,-14.89,47.15
CXW,upper_breakout,2026-06-04,23.06,22.96,-5.3,391,1.0,16.44,25.33,31.92,47.09
FBIZ,upper_breakout,2025-10-17,48.55,47.76,-21.5,78,5.0,4.24,4.24,7.66,47.02
DC,upper_breakout,2025-10-22,4.29,4.25,-17.7,65,3.0,-4.66,-7.23,-3.26,46.85
ONTO,upper_breakout,2026-01-15,217.85,209.71,-8.4,247,1.0,-2.74,-7.25,-0.28,46.79
CHMG,upper_breakout,2025-12-10,56.01,55.57,-0.3,252,1.0,6.45,-1.71,-3.59,46.72
OBT,upper_breakout,2025-08-22,26.45,25.37,-29.1,71,2.0,0.87,0.42,-0.49,46.58
VOR,upper_breakout,2026-06-26,16.1,15.44,-56.1,249,5.0,24.84,11.99,20.75,46.52
WTTR,upper_breakout,2026-02-18,14.41,14.19,-5.3,301,1.0,-4.44,-3.19,0.62,46.5
KODK,upper_breakout,2025-08-06,6.89,6.64,-35.6,124,4.0,-21.04,-13.93,-15.97,46.3
CHMG,upper_breakout,2026-03-02,56.19,55.54,-0.3,306,5.0,-2.38,-5.14,-1.66,46.25
EHAB,upper_breakout,2026-01-06,9.44,9.38,-23.1,144,4.0,16.0,13.77,16.74,46.19
ATKR,upper_breakout,2026-01-02,64.43,64.35,-46.9,421,2.0,4.61,11.76,8.74,45.69
PLBC,upper_breakout,2025-11-21,42.7,42.28,-18.1,132,6.0,2.08,2.46,6.65,45.64
EHAB,upper_breakout,2025-12-24,9.48,9.45,-23.1,137,3.0,-4.11,5.17,13.19,45.57
KODK,upper_breakout,2025-10-14,6.93,6.75,-34.3,65,2.0,-7.5,-3.75,17.46,45.45
RMNI,upper_breakout,2026-04-01,3.32,3.29,-24.8,193,8.0,0.6,8.43,2.71,44.88
PKBK,upper_breakout,2025-12-03,23.83,23.71,-2.4,255,1.0,4.2,6.55,1.8,44.82
ODC,upper_breakout,2025-10-22,60.42,60.23,-0.4,84,6.0,-8.77,-5.93,-10.56,44.72
MCS,upper_breakout,2026-04-17,19.82,19.75,-11.0,343,1.0,-5.25,-11.3,-12.51,44.7
ODC,upper_breakout,2026-03-19,60.46,60.13,-0.4,185,8.0,3.69,11.76,21.42,44.62
AMPL,upper_breakout,2026-06-01,8.78,8.4,-40.4,225,6.0,-18.34,-22.1,-12.87,44.53
ODC,upper_breakout,2026-01-30,60.55,60.16,-0.4,152,7.0,6.21,6.36,13.96,44.41
BJRI,upper_breakout,2025-07-02,46.78,46.35,-7.1,1048,1.0,-7.89,-16.84,-24.26,44.36
CORT,upper_breakout,2026-06-09,77.49,73.95,-32.2,120,2.0,8.03,5.25,20.34,44.35
RBCAA,upper_breakout,2026-01-05,68.64,67.99,-14.5,130,8.0,0.9,3.96,6.75,44.33
HALO,upper_breakout,2026-06-24,71.15,69.97,-35.4,88,4.0,8.24,10.5,13.62,44.23
FIHL,upper_breakout,2025-08-18,17.01,16.82,-27.2,51,2.0,0.76,2.82,1.41,43.97
HALO,upper_breakout,2026-06-15,71.28,70.7,-35.4,82,3.0,-2.33,9.81,6.37,43.97
CHMG,upper_breakout,2026-01-21,57.13,55.56,-0.3,279,4.0,2.28,10.27,3.43,43.85
MITK,upper_breakout,2026-02-24,12.88,12.57,-12.9,466,2.0,15.3,13.74,9.32,43.79
PKOH,upper_breakout,2026-05-26,33.17,31.25,-6.3,385,1.0,0.66,1.06,10.13,43.77
AMAL,upper_breakout,2026-01-15,34.79,34.24,-8.9,230,1.0,9.28,11.64,18.97,43.75
EHAB,upper_breakout,2025-12-09,9.6,9.56,-23.1,126,2.0,0.1,-2.29,6.15,43.75
BLBD,upper_breakout,2025-07-25,46.05,45.47,-21.5,210,1.0,-5.91,20.17,20.11,43.71
PLBC,upper_breakout,2025-11-25,43.28,42.22,-18.1,134,7.0,2.29,3.74,4.62,43.69
HALO,upper_breakout,2026-06-09,71.48,71.2,-35.4,78,2.0,-2.57,-0.46,9.99,43.56
HALO,upper_breakout,2026-06-04,71.6,71.57,-35.4,75,1.0,-1.22,-4.26,12.82,43.32
ANGO,upper_breakout,2026-01-15,11.01,10.44,-23.5,241,3.0,-5.72,-5.9,-0.36,43.05
GEO,upper_breakout,2026-05-06,22.2,20.36,-36.4,253,1.0,2.03,4.64,13.29,43.02
MCS,upper_breakout,2026-06-01,20.07,19.48,-11.0,373,2.0,1.4,9.77,16.89,42.9
DAN,upper_breakout,2025-12-08,21.28,21.03,-6.4,1159,4.0,6.02,11.51,21.24,42.86
EHAB,upper_breakout,2025-12-01,9.69,9.62,-23.1,120,1.0,-3.51,0.0,-4.13,42.41
SATS,upper_breakout,2025-08-29,61.79,59.68,-0.6,1911,1.0,30.49,16.43,19.19,42.39
AIT,upper_breakout,2025-07-08,247.66,247.19,-20.4,96,1.0,2.73,6.96,8.73,42.27
AMTB,upper_breakout,2025-08-13,20.44,20.3,-30.8,123,1.0,-1.52,4.84,4.16,42.12
FULT,upper_breakout,2025-10-17,17.09,16.8,-28.1,168,3.0,5.44,1.64,4.04,42.01
KODK,upper_breakout,2025-07-23,7.12,6.75,-35.6,114,3.0,-3.65,-3.23,-16.71,41.57
DAN,upper_breakout,2025-11-05,21.49,21.15,-6.4,1137,2.0,1.21,-6.7,1.95,41.46
PLBC,upper_breakout,2025-09-26,43.99,43.64,-18.1,92,5.0,-3.48,-6.75,-5.55,41.37
ODC,upper_breakout,2026-03-23,61.86,60.12,-0.4,187,9.0,4.17,10.6,16.78,41.35
LAW,upper_breakout,2026-02-26,2.98,2.8,-51.4,302,3.0,57.05,48.99,35.57,41.28
HRI,upper_breakout,2026-03-09,121.16,120.34,-42.0,310,2.0,-9.62,-14.05,-22.28,41.16
NTB,upper_breakout,2025-09-10,44.94,44.87,-2.5,51,8.0,-0.36,-0.85,-6.03,41.1
RMNI,upper_breakout,2026-04-13,3.41,3.27,-24.8,200,9.0,9.68,2.93,8.5,41.06
DAN,upper_breakout,2025-10-29,21.56,21.18,-6.4,1132,1.0,-0.32,0.88,4.27,41.0
ATKR,upper_breakout,2025-12-11,66.66,66.66,-46.9,407,1.0,-4.08,-2.57,2.48,40.82
HRI,upper_breakout,2026-04-23,121.46,112.29,-42.0,342,3.0,4.5,8.59,6.7,40.81
RBCAA,upper_breakout,2025-12-03,70.42,68.89,-14.5,109,7.0,3.76,5.52,-3.42,40.68
ZETA,upper_breakout,2026-07-27,20.74,20.4,-31.1,135,3.0,8.78,32.79,,40.55
NVCT,upper_breakout,2026-06-18,13.82,13.51,-10.2,755,1.0,96.74,42.04,30.46,40.45
HBT,upper_breakout,2025-09-17,25.8,25.46,-4.9,55,7.0,-0.12,-3.18,-6.78,40.27
MEC,upper_breakout,2025-11-24,16.06,15.63,-30.8,82,2.0,0.81,10.9,18.31,40.1
MATX,upper_breakout,2026-01-15,145.97,137.46,-16.4,291,1.0,8.89,9.82,11.11,40.04
RELL,upper_breakout,2026-04-09,14.43,12.01,-21.7,831,4.0,-8.94,-2.01,2.98,39.99
AMBA,upper_breakout,2026-04-20,59.28,58.64,-26.7,291,5.0,9.41,19.3,33.06,39.83
NTB,upper_breakout,2025-10-30,45.35,44.71,-2.5,87,10.0,0.93,1.26,2.4,39.82
RBCAA,upper_breakout,2025-10-17,70.99,70.27,-14.5,77,6.0,-1.82,-7.17,-5.71,39.55
PUBM,upper_breakout,2026-06-26,12.65,12.12,-29.4,534,1.0,6.88,7.27,1.11,39.53
MOD,upper_breakout,2025-09-30,142.16,141.8,-4.1,173,3.0,5.39,8.08,13.97,39.5
MOD,upper_breakout,2025-08-28,142.43,142.32,-4.1,151,1.0,-5.08,5.09,-2.65,39.24
HBT,upper_breakout,2025-12-10,26.01,25.16,-4.9,114,8.0,3.73,0.69,1.69,39.14
YOU,upper_breakout,2025-08-21,34.72,34.28,-14.9,196,1.0,6.19,0.55,9.3,39.06
AMAL,upper_breakout,2026-01-21,36.03,34.2,-8.9,233,2.0,4.5,12.46,10.82,38.8
APPN,upper_breakout,2026-03-13,25.59,25.32,-36.6,267,7.0,-1.06,-9.42,-17.16,38.77
DAN,upper_breakout,2025-11-24,21.91,21.08,-6.4,1150,3.0,2.19,-1.23,7.21,38.75
NTB,upper_breakout,2025-09-18,45.73,44.84,-2.5,57,9.0,-3.35,-7.85,-10.32,38.66
PLBC,upper_breakout,2025-09-04,44.87,44.2,-18.1,76,3.0,1.58,0.58,-5.79,38.6
PGEN,upper_breakout,2026-07-17,4.95,4.95,-21.4,104,2.0,9.09,26.67,,38.59
RBCAA,upper_breakout,2025-10-14,71.52,70.4,-14.5,74,5.0,-4.53,-5.12,-6.47,38.52
RMNI,upper_breakout,2026-02-02,3.48,3.45,-24.8,152,5.0,-7.76,-12.64,6.32,38.22
MITK,upper_breakout,2026-02-13,13.4,12.61,-12.9,460,1.0,-7.54,10.07,4.78,38.21
ANGO,upper_breakout,2025-10-14,11.41,11.18,-23.5,177,2.0,2.54,7.71,10.52,38.04
PLBC,upper_breakout,2025-09-18,45.13,43.85,-18.1,86,4.0,-4.5,-6.34,-6.69,37.8
IBRX,upper_breakout,2026-01-16,5.52,4.8,-36.9,431,1.0,12.5,11.05,9.06,37.68
FOLD,upper_breakout,2025-12-12,10.55,10.39,-16.5,275,1.0,34.41,35.07,35.73,37.35
MCBS,upper_breakout,2025-11-21,26.15,25.91,-28.7,222,9.0,2.22,3.56,4.97,37.25
MASS,upper_breakout,2025-09-19,7.3,7.07,-41.0,63,1.0,9.73,24.25,17.26,37.12
PSTL,upper_breakout,2026-01-08,16.41,16.22,-5.8,1044,1.0,5.73,7.86,17.06,37.05
YOU,upper_breakout,2025-12-09,35.25,32.65,-14.9,272,3.0,11.29,3.55,3.35,36.96
ECPG,upper_breakout,2026-02-27,68.29,64.28,-3.4,897,1.0,3.5,-2.31,0.85,36.9
VOR,upper_breakout,2026-05-11,17.25,17.14,-56.1,217,4.0,-18.09,-18.26,-23.01,36.75
TSBK,upper_breakout,2025-11-12,33.37,33.34,-2.3,689,3.0,-1.86,3.63,11.93,36.74
MCBS,upper_breakout,2025-11-13,26.25,26.12,-28.7,216,8.0,-4.57,1.52,9.33,36.72
RMNI,upper_breakout,2026-02-25,3.52,3.39,-24.8,168,7.0,4.83,-3.98,-10.23,36.65
CSTM,upper_breakout,2026-01-12,21.89,21.82,-3.4,444,1.0,0.41,3.65,12.56,36.64
COMP,upper_breakout,2025-08-22,9.29,9.27,-18.0,128,1.0,-2.26,2.8,-14.75,36.6
MCBS,upper_breakout,2025-11-10,26.28,26.23,-28.7,213,7.0,-4.72,-0.53,3.2,36.57
NECB,upper_breakout,2025-11-19,19.62,19.55,-39.1,100,12.0,8.66,11.9,21.76,36.54
FCBC,upper_breakout,2026-01-21,35.57,35.51,-23.7,287,7.0,-5.59,11.78,11.13,36.52
AMTB,upper_breakout,2025-08-22,21.28,20.1,-30.8,130,2.0,1.03,0.75,-4.37,36.51
MEC,upper_breakout,2025-10-22,16.49,16.16,-30.8,59,1.0,3.09,-2.18,-9.04,36.45
APPF,upper_breakout,2026-06-24,148.81,148.49,-58.9,183,8.0,10.76,17.81,10.17,36.43
BHB,upper_breakout,2025-10-13,29.18,28.94,-26.6,155,5.0,0.86,2.6,1.44,36.43
NVTS,upper_breakout,2025-10-13,9.97,8.43,-22.0,85,2.0,71.51,39.52,-3.71,36.41
WSBF,upper_breakout,2025-11-07,15.26,15.17,-10.0,251,3.0,2.29,2.23,5.24,36.37
CPRX,upper_breakout,2025-11-11,23.1,22.59,-31.6,106,1.0,-1.9,2.12,-1.3,36.32
MCB,upper_breakout,2025-11-10,68.19,68.17,-13.0,93,3.0,0.31,6.56,14.33,36.27
WSBF,upper_breakout,2025-10-24,15.32,15.24,-10.0,241,2.0,-0.13,-0.39,1.83,35.84
FVCB,upper_breakout,2025-12-12,13.7,13.44,-7.0,262,2.0,1.68,1.75,2.55,35.77
COMP,upper_breakout,2025-09-04,9.35,9.21,-18.0,136,2.0,0.86,3.64,-19.25,35.72
HBCP,upper_breakout,2025-10-13,52.83,52.74,-0.1,106,4.0,2.16,2.97,2.99,35.68
CSW,upper_breakout,2025-11-21,259.0,252.9,-42.6,133,1.0,5.51,14.24,20.4,35.63
HBCP,upper_breakout,2025-08-12,52.87,52.75,-0.1,63,2.0,0.06,6.28,5.58,35.58
HBCP,upper_breakout,2025-08-18,52.87,52.75,-0.1,67,3.0,5.14,5.88,2.86,35.58
ADPT,upper_breakout,2026-06-11,18.73,18.11,-22.5,135,1.0,-6.41,11.91,12.23,35.56
CVLG,upper_breakout,2026-01-06,24.66,23.81,-20.3,237,1.0,2.15,7.7,15.86,35.32
BHB,upper_breakout,2025-10-20,29.43,28.76,-26.6,160,6.0,1.73,0.58,-0.51,35.27
KODK,upper_breakout,2025-07-14,7.46,6.84,-35.6,107,1.0,-10.86,-7.1,-9.12,35.12
CCS,upper_breakout,2026-05-21,52.44,50.99,-36.5,397,5.0,0.72,5.91,19.09,35.11
BH,upper_breakout,2025-11-21,283.63,276.11,-15.5,106,3.0,5.8,11.74,24.73,34.98
ODC,upper_breakout,2025-10-10,64.82,60.23,-0.4,76,5.0,-7.45,-7.76,-13.62,34.9
APPN,upper_breakout,2026-02-25,26.33,25.88,-36.6,255,6.0,1.86,-3.04,-9.08,34.87
COKE,upper_breakout,2025-11-05,134.74,134.73,-10.6,141,1.0,15.65,21.46,22.99,34.86
HBCP,upper_breakout,2025-11-19,53.15,52.74,-0.1,133,6.0,4.91,7.39,15.5,34.86
FCBC,upper_breakout,2026-01-30,36.02,35.25,-23.7,294,8.0,14.69,10.69,11.55,34.81
COMP,upper_breakout,2026-02-24,9.43,9.2,-16.5,109,2.0,3.82,-6.47,-14.1,34.57
AROC,upper_breakout,2025-11-28,24.54,24.36,-22.9,208,5.0,1.59,6.4,5.75,34.43
TSBK,upper_breakout,2025-09-03,33.95,33.5,-2.3,639,2.0,2.0,4.57,-3.03,34.4
TSBK,upper_breakout,2025-11-21,33.95,33.32,-2.3,696,4.0,2.5,1.35,6.92,34.4
CIX,upper_breakout,2026-05-20,23.44,23.42,-22.0,440,6.0,9.39,3.2,15.7,34.3
AROC,upper_breakout,2025-12-03,24.57,24.29,-22.9,211,6.0,6.19,3.42,8.38,34.27
ANGO,upper_breakout,2025-10-02,11.74,11.28,-23.5,169,1.0,-5.11,-0.17,3.41,34.16
FVCB,upper_breakout,2025-09-18,13.87,13.68,-7.0,202,1.0,-4.11,-8.94,-12.69,34.1
GFF,upper_breakout,2025-07-10,79.62,78.88,-14.5,106,1.0,-2.62,2.4,-14.63,34.07
RUSHB,upper_breakout,2026-01-20,58.99,58.67,-5.1,179,5.0,-0.49,5.1,9.92,34.04
OFG,upper_breakout,2026-03-12,39.2,39.07,-14.4,177,10.0,-1.17,3.55,9.03,34.03
APPF,upper_breakout,2026-06-18,151.5,150.07,-58.9,180,7.0,2.73,16.21,18.21,34.01
RUSHB,upper_breakout,2026-01-30,59.01,58.57,-5.1,187,6.0,12.74,8.78,11.0,33.99
RMNI,upper_breakout,2026-02-20,3.59,3.4,-24.8,165,6.0,3.62,0.84,-13.37,33.98
OSBC,upper_breakout,2025-11-25,19.0,19.0,-2.9,202,1.0,2.58,7.42,5.95,33.95
OSBC,upper_breakout,2025-12-01,19.02,18.99,-2.9,205,2.0,4.1,8.52,2.68,33.81
YOU,upper_breakout,2025-11-07,36.08,33.09,-14.9,251,2.0,1.58,-0.64,-9.73,33.81
NECB,upper_breakout,2025-11-04,20.04,19.98,-39.1,89,10.0,0.85,-2.3,10.18,33.68
PRLD,upper_breakout,2025-11-03,3.98,2.72,-53.0,306,1.0,-68.34,-58.54,-66.21,33.67
OFG,upper_breakout,2026-03-10,39.33,39.12,-14.4,175,9.0,-0.79,1.45,8.39,33.59
ZETA,upper_breakout,2026-07-06,21.82,20.86,-31.1,120,2.0,0.23,-2.2,3.39,33.59
RUSHB,upper_breakout,2025-12-15,59.21,58.95,-5.1,156,3.0,-2.21,-3.95,-1.05,33.54
UMBF,upper_breakout,2025-08-04,110.55,108.93,-23.0,127,4.0,-0.68,4.63,9.93,33.46
NBTB,upper_breakout,2025-10-13,39.65,39.36,-29.8,104,6.0,2.77,2.75,4.69,33.42
NECB,upper_breakout,2025-11-10,20.08,19.82,-39.1,93,11.0,-2.84,1.44,13.65,33.42
RUSHB,upper_breakout,2026-01-15,59.27,58.7,-5.1,177,4.0,1.01,-0.44,8.3,33.41
BW,upper_breakout,2025-11-10,6.9,5.7,-32.5,2188,1.0,-7.1,-14.93,-8.84,33.19
UMBF,upper_breakout,2025-07-30,110.8,109.27,-23.0,124,3.0,-0.72,5.31,11.0,33.16
USCB,upper_breakout,2025-10-13,16.87,16.64,-25.9,171,7.0,3.5,2.96,7.05,33.14
AMLX,upper_breakout,2026-07-17,17.75,17.48,-22.4,62,3.0,3.72,14.42,,33.13
GSBC,upper_breakout,2025-08-20,60.34,60.32,-14.4,170,4.0,5.49,6.53,6.91,33.11
CCS,upper_breakout,2026-05-05,53.25,52.11,-36.5,385,4.0,-0.32,-9.03,1.56,33.05
OFG,upper_breakout,2026-03-23,39.53,38.9,-14.4,184,11.0,0.83,5.51,13.1,32.91
HBCP,upper_breakout,2025-10-20,53.97,52.74,-0.1,111,5.0,0.8,-1.59,-2.85,32.81
TSBK,upper_breakout,2025-07-23,34.39,33.58,-2.3,610,1.0,-7.59,-8.9,-4.48,32.68
NPK,upper_breakout,2025-07-02,104.23,102.28,-4.5,87,1.0,0.6,5.77,-7.46,32.62
UFPT,upper_breakout,2026-06-24,242.95,242.77,-21.1,402,2.0,10.59,2.78,-2.77,32.5
PBPB,upper_breakout,2025-09-09,12.93,12.85,-7.8,148,3.0,31.48,31.63,32.25,32.41
MCBS,upper_breakout,2025-10-14,27.11,26.91,-28.7,194,6.0,-3.36,-2.58,-3.17,32.39
UMBF,upper_breakout,2025-07-10,111.46,110.87,-23.0,110,1.0,-1.83,-3.06,-2.56,32.37
CSTL,upper_breakout,2026-04-14,24.37,23.57,-25.5,358,3.0,0.86,1.31,-23.55,32.29
NECB,upper_breakout,2025-11-21,20.26,19.47,-39.1,102,13.0,5.73,8.05,13.62,32.23
UNTY,upper_breakout,2025-11-05,45.9,45.38,-15.1,90,4.0,4.73,4.75,13.62,32.22
RUSHB,upper_breakout,2025-09-18,59.84,59.71,-5.1,95,1.0,-2.69,-3.44,-5.68,32.14
AROC,upper_breakout,2025-11-10,24.99,24.69,-22.9,195,4.0,-6.92,-6.44,1.28,32.01
RUSHB,upper_breakout,2025-12-10,59.9,58.99,-5.1,153,2.0,-2.54,-2.97,-4.87,32.0
GFF,upper_breakout,2026-04-13,80.89,80.41,-5.4,178,3.0,12.23,16.63,6.55,31.97
SRCE,upper_breakout,2025-12-18,66.83,66.31,-2.5,215,1.0,-4.28,-4.95,-2.44,31.8
CCBG,upper_breakout,2025-11-03,39.39,39.21,-4.4,88,3.0,3.5,0.18,6.63,31.76
UMBF,upper_breakout,2025-07-14,112.09,110.64,-23.0,112,2.0,-3.28,-2.8,-2.04,31.63
UVSP,upper_breakout,2025-12-01,32.46,32.4,-1.1,253,2.0,2.71,7.52,1.57,31.58
SXT,upper_breakout,2026-04-17,100.26,100.1,-1.4,203,5.0,22.83,12.64,13.63,31.56
CIX,upper_breakout,2026-05-26,23.93,23.35,-22.0,443,7.0,1.4,8.23,11.87,31.55
MDGL,upper_breakout,2025-08-21,407.09,404.57,-0.2,2282,1.0,7.39,6.34,8.07,31.49
PBPB,upper_breakout,2025-08-07,13.02,12.94,-7.8,126,1.0,-4.3,-4.92,-2.84,31.49
ITIC,upper_breakout,2026-03-23,215.52,215.03,-20.6,327,6.0,1.72,5.45,11.26,31.48
SRCE,upper_breakout,2026-01-26,66.99,66.15,-2.5,239,3.0,2.21,4.63,1.79,31.48
FULT,upper_breakout,2025-08-12,18.48,17.87,-28.1,121,2.0,0.7,6.93,4.27,31.33
CSTL,upper_breakout,2026-03-31,24.55,23.82,-25.5,349,2.0,2.61,0.29,-1.26,31.32
ADPT,upper_breakout,2026-06-24,19.34,17.97,-22.5,143,2.0,15.67,12.72,15.36,31.28
TH,upper_breakout,2026-04-01,12.66,11.88,-12.9,620,1.0,17.69,15.88,14.85,31.28
GFF,upper_breakout,2025-07-22,81.35,78.49,-14.5,114,2.0,1.51,1.22,-9.38,31.22
PRK,upper_breakout,2025-10-17,155.08,151.93,-29.9,77,3.0,2.88,-1.86,0.65,31.15
PBF,upper_breakout,2026-07-08,52.9,50.86,-9.0,68,1.0,11.08,21.61,15.63,31.1
PBPB,upper_breakout,2025-08-27,13.06,12.88,-7.8,140,2.0,-3.29,30.32,30.4,31.09
WTBA,upper_breakout,2026-01-05,22.21,22.08,-10.2,276,5.0,-0.05,0.72,15.65,31.07
KIND,upper_breakout,2025-09-09,2.03,2.01,-44.2,137,3.0,6.9,9.36,-1.48,31.03
MOD,upper_breakout,2025-09-10,151.5,142.13,-4.1,159,2.0,0.65,-6.75,2.01,30.9
UFPT,upper_breakout,2026-07-15,245.93,239.59,-21.1,416,3.0,-3.24,3.72,,30.89
SRCE,upper_breakout,2026-01-30,67.33,66.13,-2.5,243,4.0,4.63,4.66,0.73,30.82
NECB,upper_breakout,2025-10-22,20.48,20.33,-39.1,80,8.0,-2.54,-1.71,-4.2,30.81
PCB,upper_breakout,2025-10-24,21.48,21.15,-5.5,217,4.0,-1.91,0.7,0.88,30.73
AROC,upper_breakout,2025-10-22,25.24,25.03,-22.9,182,3.0,-1.19,-0.87,-7.25,30.71
SRCE,upper_breakout,2026-01-21,67.4,66.17,-2.5,236,2.0,-3.37,3.25,3.86,30.68
TRNS,upper_breakout,2026-05-22,73.02,71.27,-32.8,397,6.0,20.64,22.94,22.51,30.64
UVSP,upper_breakout,2025-07-03,32.7,32.54,-1.1,149,1.0,-3.12,-2.57,-14.01,30.61
MYFW,upper_breakout,2025-11-11,23.92,23.9,-9.0,893,2.0,-3.89,-0.96,7.82,30.6
OSBC,upper_breakout,2025-12-03,19.49,18.99,-2.9,207,3.0,4.72,5.95,-0.05,30.58
BLX,upper_breakout,2025-10-31,43.01,42.76,-0.4,96,4.0,3.7,2.7,4.58,30.57
MYFW,upper_breakout,2025-11-26,23.93,23.8,-9.0,904,3.0,0.54,7.48,9.69,30.55
SAH,upper_breakout,2025-11-19,61.75,61.74,-50.5,103,7.0,1.81,5.1,2.83,30.54
ITIC,upper_breakout,2026-03-26,217.21,214.44,-20.6,330,7.0,0.71,6.14,12.98,30.45
APPF,upper_breakout,2026-06-26,155.64,147.44,-58.9,185,9.0,13.12,15.59,8.42,30.44
GSBC,upper_breakout,2025-07-14,61.61,61.33,-14.4,143,2.0,-1.93,-3.62,-7.01,30.37
OFG,upper_breakout,2026-01-30,40.3,39.75,-14.4,149,8.0,1.59,4.0,0.69,30.37
CBNK,upper_breakout,2025-10-17,28.9,28.55,-62.1,62,3.0,2.87,-3.81,-3.88,30.35
BPRN,upper_breakout,2025-11-20,32.61,32.55,-16.8,240,4.0,5.46,2.21,8.31,30.33
AMBA,upper_breakout,2026-02-06,63.64,62.3,-26.7,242,4.0,4.04,5.48,-16.31,30.25
TGTX,upper_breakout,2026-04-22,38.31,37.5,-19.9,244,1.0,-12.35,9.55,3.78,30.25
SAH,upper_breakout,2025-11-21,61.93,61.4,-50.5,105,8.0,1.07,2.99,3.42,30.16
UNTY,upper_breakout,2025-11-07,46.63,45.32,-15.1,92,5.0,4.16,4.61,12.59,30.15
WTBA,upper_breakout,2025-12-01,22.37,22.3,-10.2,253,2.0,-0.76,6.21,0.0,30.13
PCB,upper_breakout,2025-07-01,21.58,21.53,-5.5,136,1.0,2.36,-1.16,-3.24,30.12
BOX,upper_breakout,2026-05-28,25.25,24.88,-36.6,245,11.0,6.02,0.95,4.79,30.02
UVSP,upper_breakout,2026-01-05,32.85,32.37,-1.1,276,3.0,-0.76,0.12,7.46,30.02
SXT,upper_breakout,2026-02-27,101.53,100.28,-1.4,169,4.0,-9.86,-12.19,-14.65,29.91
URBN,upper_breakout,2025-11-20,61.16,59.97,-38.1,101,4.0,21.11,23.76,32.98,29.87
